City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
466,Fuerte Olimpo,PY,-21.0415,-57.8738,89.29,47,100,9.82,overcast clouds
467,Kamen-Rybolov,RU,44.7481,132.0403,21.88,87,5,10.09,clear sky
468,Khairpur Nathan Shah,PK,27.0936,67.7337,66.43,28,0,2.75,clear sky
469,Sao Filipe,CV,14.8961,-24.4956,76.37,71,44,12.35,scattered clouds
470,Ouadda,CF,8.0777,22.4007,77.11,29,93,5.5,overcast clouds
471,Taloqan,AF,36.7361,69.5345,42.87,76,71,2.13,broken clouds
472,Hofn,IS,64.2539,-15.2082,42.8,73,100,29.28,overcast clouds
473,Merke,KZ,42.8728,73.1786,41.68,77,100,0.36,overcast clouds
474,Qazvin,IR,36.2797,50.0049,38.82,75,0,2.3,clear sky
475,Naze,JP,28.3667,129.4833,62.62,70,79,15.7,broken clouds
476,Sisimiut,GL,66.9395,-53.6735,25.9,72,100,10.78,overcast clouds
477,Zhanaozen,KZ,43.3,52.8,40.26,63,100,13.22,overcast clouds
478,Solnechnyy,RU,50.7214,136.6319,10.06,92,100,5.19,light snow
479,Kutum,SD,14.2,24.6667,69.33,21,13,10.54,few clouds
480,Sayat,TM,38.7839,63.8803,39.07,75,0,9.71,clear sky
481,Cap-Chat,CA,49.1001,-66.6821,21.2,63,100,16.11,overcast clouds
482,Xocali,AZ,39.913,46.7903,52.61,40,100,3.71,overcast clouds
483,Abaete,BR,-19.16,-45.4458,80.62,62,97,4.81,overcast clouds
484,Iba,PH,15.3667,120.0333,69.94,71,88,4.88,overcast clouds
485,Marfino,RU,55.7028,37.3822,28.35,100,90,4.47,light snow
486,Junin,AR,-34.5838,-60.9433,79.21,39,62,8.05,broken clouds
487,Vila Velha,BR,-20.3297,-40.2925,82.35,79,20,4.0,few clouds
488,Roald,NO,62.5833,6.1333,36.34,69,75,13.8,broken clouds
489,Hovd,MN,48.0056,91.6419,18.82,58,100,1.14,overcast clouds
490,Ambon,ID,-3.6954,128.1814,77.14,88,75,4.61,broken clouds
491,Xichang,CN,27.8964,102.2634,49.51,83,42,1.97,scattered clouds
492,Katherine,AU,-14.4667,132.2667,77.32,83,100,1.14,moderate rain
493,Kindu,CD,-2.95,25.95,70.66,99,100,0.31,overcast clouds
494,Doha,QA,25.2867,51.5333,67.98,62,0,4.61,clear sky
495,Pudozh,RU,61.8099,36.5345,11.26,92,86,6.53,overcast clouds
496,Belmonte,BR,-15.8631,-38.8828,81.1,69,2,7.63,clear sky
497,Impfondo,CG,1.6381,18.0667,72.52,90,100,2.77,overcast clouds
498,Santa Cruz,BO,-17.8,-63.1667,83.66,61,75,16.11,broken clouds
499,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,72.45,92,100,5.46,overcast clouds
500,Haines Junction,CA,60.7522,-137.5108,-7.78,99,99,1.92,overcast clouds
501,Cedar City,US,37.6775,-113.0619,58.39,29,1,3.44,clear sky
502,Camara De Lobos,PT,32.6333,-16.9667,66.83,83,40,16.11,scattered clouds
503,Jasper,US,37.2001,-94.3502,71.28,44,1,8.01,clear sky
504,Adrar,MR,20.5022,-10.0711,67.32,12,100,11.9,overcast clouds
505,Filingue,NE,14.3521,3.3168,81.57,11,2,7.4,clear sky
506,Odweyne,SO,9.4092,45.064,64.24,63,30,9.75,scattered clouds
507,Kenora,CA,49.8167,-94.4337,24.78,86,90,8.05,snow
508,Havelock,US,34.8791,-76.9013,67.95,71,100,10.0,overcast clouds
509,Herat,AF,34.5,62.0,45.12,44,0,8.61,clear sky
510,Brae,GB,60.3964,-1.353,40.91,65,100,9.78,overcast clouds
511,Chernyshevskiy,RU,63.0128,112.4714,-35.54,100,25,2.91,scattered clouds
512,Cabra,ES,37.4725,-4.4421,49.66,65,7,1.01,clear sky
513,Inhambane,MZ,-23.865,35.3833,78.73,81,0,15.48,clear sky
514,Cidreira,BR,-30.1811,-50.2056,72.97,81,38,15.9,scattered clouds
515,Zomin,UZ,39.9606,68.3958,41.18,68,29,2.66,scattered clouds
516,Rawson,AR,-43.3002,-65.1023,70.66,46,8,17.16,clear sky
517,Atbasar,KZ,51.8,68.3333,9.88,97,60,4.85,broken clouds
518,Chengde,CN,40.9725,117.9361,34.5,45,100,5.93,overcast clouds
519,Soverato,IT,38.685,16.5499,57.11,78,100,6.87,overcast clouds
520,Ketchikan,US,55.3422,-131.6461,28.87,86,90,0.0,overcast clouds
521,Boksitogorsk,RU,59.474,33.8485,-4.04,93,19,5.93,few clouds
522,Starkville,US,33.4504,-88.8184,75.78,64,75,10.36,broken clouds
523,Sawakin,SD,19.1059,37.3321,82.17,68,1,8.28,clear sky
524,Borogontsy,RU,62.6683,131.1683,-16.69,98,100,5.66,overcast clouds
525,Truro,GB,50.2653,-5.0544,45.68,76,20,9.22,few clouds
526,Forbes,AU,-33.3833,148.0167,60.93,66,98,10.36,moderate rain
527,Grindavik,IS,63.8424,-22.4338,43.27,100,90,19.57,overcast clouds
528,Naqadeh,IR,36.9553,45.388,41.04,31,100,3.36,overcast clouds
529,Bhakkar,PK,31.6253,71.0657,60.67,39,6,4.99,clear sky
530,Cristalina,BR,-16.7686,-47.6136,72.34,72,99,5.99,moderate rain
531,Tual,ID,-5.6667,132.75,82.65,78,100,15.43,overcast clouds
532,Serenje,ZM,-13.2325,30.2352,71.47,39,11,4.0,few clouds
533,Viedma,AR,-40.8135,-62.9967,87.46,18,0,9.93,clear sky
534,Millinocket,US,45.6573,-68.7098,34.92,47,75,11.5,broken clouds
535,Nago,JP,26.5881,127.9761,68.07,64,44,13.04,scattered clouds
536,Pionerskiy,RU,54.9508,20.2275,28.24,85,100,20.8,light snow
537,Kalmunai,LK,7.4167,81.8167,78.42,83,8,1.79,clear sky
538,Hede,CN,33.7681,120.2517,44.13,91,0,7.05,clear sky
539,Bajil,YE,15.0584,43.2851,79.93,58,0,8.84,clear sky
540,Necochea,AR,-38.5473,-58.7368,67.03,55,0,13.24,clear sky
541,Visby,SE,57.6409,18.296,27.05,80,75,8.05,broken clouds
542,Churapcha,RU,62.0025,132.4325,-14.58,98,100,5.77,overcast clouds
543,San Francisco Del Mar,MX,16.2333,-94.65,86.85,57,0,16.11,clear sky
544,Samarai,PG,-10.6167,150.6667,80.91,78,100,6.04,overcast clouds
545,Sinazongwe,ZM,-17.2614,27.4618,85.64,38,17,3.94,few clouds
546,Gomel,BY,52.4345,30.9754,32.85,70,90,15.66,overcast clouds
547,Amahai,ID,-3.3333,128.9167,78.75,83,99,2.48,overcast clouds
548,Pampa,US,35.5362,-100.9599,70.34,21,1,13.8,clear sky
549,Aksarka,RU,66.5606,67.7975,-21.1,97,42,12.73,scattered clouds
550,Tessalit,ML,20.1986,1.0114,73.26,13,87,11.25,overcast clouds
551,Palmer,US,42.1584,-72.3287,46.06,45,75,1.01,broken clouds
552,Savonlinna,FI,61.8699,28.88,-0.35,78,90,2.3,light snow
553,Dolores,AR,-36.3132,-57.6792,63.39,92,99,6.58,overcast clouds
554,Lasa,IT,46.6166,10.7002,29.28,94,94,5.35,overcast clouds
555,Campbellton,CA,48.0075,-66.6727,19.85,58,100,10.71,overcast clouds
556,Kharp,RU,66.8014,65.8081,-15.03,88,56,4.52,broken clouds
557,Caravelas,BR,-17.7125,-39.2481,80.6,65,0,8.03,clear sky
558,La Ronge,CA,55.1001,-105.2842,-12.75,58,20,10.36,few clouds
559,Wamba,NG,8.9333,8.6,81.03,28,73,3.78,broken clouds
560,Qaqortoq,GL,60.7167,-46.0333,28.9,78,100,7.4,overcast clouds
561,Pryshyb,UA,47.2603,35.3228,34.05,89,100,4.36,overcast clouds
562,Amarante Do Maranhao,BR,-5.5667,-46.7422,79.92,86,85,3.29,moderate rain
563,Tanout,NE,14.9709,8.8879,73.26,13,100,11.18,overcast clouds
564,Palafrugell,ES,41.9174,3.1631,50.43,34,0,7.0,clear sky
565,Wanaka,NZ,-44.7,169.15,45.1,86,100,1.99,overcast clouds
566,Margate,GB,51.3813,1.3862,43.7,84,99,8.01,overcast clouds
567,Kavaratti,IN,10.5669,72.642,81.75,70,80,11.99,broken clouds
568,Selma,US,36.5708,-119.6121,77.85,65,8,2.13,clear sky
569,Fallon,US,39.4735,-118.7774,59.92,26,40,5.75,scattered clouds
570,Aklavik,CA,68.2191,-135.0107,-13.97,69,20,6.91,few clouds
571,Tocopilla,CL,-22.092,-70.1979,70.27,65,100,8.43,overcast clouds
572,Hami,CN,42.8,93.45,29.95,51,98,7.81,overcast clouds
573,Kawalu,ID,-7.3817,108.2082,73.51,93,100,0.74,heavy intensity rain
574,Campoverde,PE,-8.4753,-74.8058,80.29,85,100,5.01,moderate rain
575,Pitea,SE,65.3172,21.4794,-3.91,96,47,3.78,scattered clouds
576,Salym,RU,60.0625,71.4789,-6.41,99,72,4.45,broken clouds
577,Cody,US,44.5263,-109.0565,25.29,87,90,16.11,snow
578,Mao,ES,39.8885,4.2658,46.96,71,75,24.16,light intensity shower rain
579,Grand-Santi,GF,4.25,-54.3833,81.36,93,69,3.44,moderate rain
580,Bela,IN,25.9333,81.9833,68.97,58,2,5.1,clear sky
581,Dacice,CZ,49.0815,15.4373,33.71,93,100,2.77,overcast clouds
582,Chunskiy,RU,56.0815,99.6342,24.98,84,100,6.87,overcast clouds
583,Acajutla,SV,13.5928,-89.8275,97.14,48,0,7.81,clear sky
584,Anloga,GH,5.7947,0.8973,84.42,83,57,15.48,broken clouds
585,Port Saint John,US,28.477,-80.7887,81.09,65,75,3.0,broken clouds
586,Muisne,EC,0.6,-80.0333,84.31,83,100,12.3,overcast clouds
587,Aktau,KZ,43.65,51.2,45.18,59,100,12.12,overcast clouds
588,Tame,CO,6.461,-71.73,89.98,41,94,10.09,overcast clouds
589,Nantucket,US,41.2835,-70.0995,48.31,41,1,4.61,clear sky
590,Udachnyy,RU,66.4167,112.4,-22.56,74,100,19.46,overcast clouds
591,Vestmannaeyjar,IS,63.4427,-20.2734,44.35,91,100,29.71,moderate rain
592,Sampit,ID,-2.5333,112.95,74.26,94,100,4.23,overcast clouds
593,Minggang,CN,32.4586,114.0486,47.32,40,0,4.68,clear sky
594,Mehran,IR,33.1222,46.1646,62.08,27,0,14.9,clear sky
595,Las Vegas,US,36.175,-115.1372,74.53,19,1,5.75,clear sky
596,Bom Jesus,BR,-9.0744,-44.3586,83.88,65,26,6.35,scattered clouds
597,Maumere,ID,-8.6199,122.2111,78.28,88,100,8.59,light rain
598,Port Orange,US,29.1383,-80.9956,81.14,51,40,8.05,scattered clouds
599,Cooma,AU,-36.2333,149.1333,46.17,93,90,11.5,overcast clouds
600,Bluefield,US,37.2698,-81.2223,56.98,48,90,8.01,overcast clouds
601,Tres Arroyos,AR,-38.3739,-60.2798,69.62,51,100,4.61,overcast clouds
602,Virginia Beach,US,36.8529,-75.978,60.04,71,90,10.36,overcast clouds
603,Yumen,CN,40.2833,97.2,27.61,47,23,22.17,few clouds
604,Kalino,RU,58.2504,57.6085,10.42,89,70,6.71,broken clouds
605,Rocha,UY,-34.4833,-54.3333,67.46,86,98,10.49,moderate rain
606,Kununurra,AU,-15.7667,128.7333,75.18,88,75,0.0,broken clouds
607,Tatarka,RU,44.9589,41.9517,45.72,87,95,5.91,overcast clouds
608,Sabinopolis,BR,-18.6661,-43.0839,74.89,74,94,4.47,overcast clouds
609,Harper,LR,4.375,-7.7169,80.96,79,6,8.1,clear sky
610,Balikpapan,ID,-1.2675,116.8289,75.29,91,100,6.55,overcast clouds
611,Ostrovnoy,RU,68.0531,39.5131,7.5,75,99,20.13,overcast clouds
612,Takapau,NZ,-40.0333,176.35,67.19,73,100,1.68,overcast clouds
613,Nouakchott,MR,18.0858,-15.9785,85.93,25,100,11.9,overcast clouds
614,Iwanai,JP,42.9744,140.5089,29.25,88,82,5.21,broken clouds
615,Maloy,NO,61.9353,5.1136,36.07,79,100,5.01,overcast clouds
616,Pyapon,MM,16.2833,95.6833,70.45,68,61,3.36,broken clouds
617,Wanning,CN,18.8003,110.3967,63.01,74,27,9.26,scattered clouds
618,Ossora,RU,59.2353,163.0719,10.76,79,95,6.55,overcast clouds
619,Klyuchi,RU,52.2667,79.1667,22.82,88,100,7.0,overcast clouds
620,Husavik,IS,66.0449,-17.3389,37.31,75,100,18.81,overcast clouds
621,Beja,TN,36.7256,9.1817,50.65,75,92,15.59,overcast clouds
622,Anda,CN,46.4,125.3167,18.25,86,16,8.14,few clouds
623,Kuching,MY,1.55,110.3333,75.42,94,40,5.75,moderate rain
624,Road Town,VG,18.4167,-64.6167,86.04,62,40,13.8,scattered clouds
625,Miami,US,25.7743,-80.1937,85.01,67,40,3.0,scattered clouds
626,Oktyabrskoye,RU,43.0645,44.7417,28.54,93,23,8.95,few clouds
627,Las Margaritas,MX,16.3167,-91.9833,75.11,39,0,7.78,clear sky
628,Coffs Harbour,AU,-30.3,153.1333,64.13,94,75,12.66,mist
629,Blovice,CZ,49.5822,13.5401,34.86,83,100,1.9,overcast clouds
630,Vallenar,CL,-28.5708,-70.7581,87.12,18,100,10.6,overcast clouds
631,Airai,TL,-8.9266,125.4092,61.65,91,100,1.61,overcast clouds
632,Kayerkan,RU,69.3497,87.7602,-22.49,74,100,20.29,snow
633,San Blas,MX,21.5167,-105.2667,91.29,61,46,5.61,scattered clouds
634,Fatezh,RU,52.0891,35.8632,22.98,77,100,5.32,overcast clouds
635,Nioro,GM,13.35,-15.75,87.3,15,79,7.25,broken clouds
636,Malindi,KE,-3.2175,40.1191,82.56,78,40,6.91,scattered clouds
637,Umm Kaddadah,SD,13.6017,26.6876,74.32,14,88,12.97,overcast clouds
638,Luhyny,UA,51.082,28.4006,29.43,97,100,7.58,light snow
639,Son La,VN,21.3167,103.9,50.72,79,33,2.08,scattered clouds
640,Suluq,LY,31.6682,20.2521,63.18,67,73,12.68,broken clouds
641,Cerrito,CO,6.8432,-72.694,61.99,62,99,1.52,overcast clouds
642,Sitio Novo Do Tocantins,BR,-5.5183,-47.4611,87.73,62,40,4.61,light rain
643,Suntar,RU,62.1444,117.6319,-13.54,92,99,6.53,overcast clouds
644,Tripoli,LY,32.8752,13.1875,59.7,38,0,18.63,clear sky
645,Oistins,BB,13.0667,-59.5333,84.29,65,75,19.57,broken clouds
646,Puerto Escondido,MX,15.85,-97.0667,86.83,62,1,6.91,clear sky
647,Leh,IN,34.1667,77.5833,19.85,76,98,0.98,overcast clouds
648,Gao,ML,16.6362,1.637,79.16,10,19,7.61,few clouds
649,General Roca,AR,-39.0333,-67.5833,88.2,15,0,10.51,clear sky
650,Luau,AO,-10.7073,22.2247,66.51,89,6,4.99,light rain
651,Kavieng,PG,-2.5744,150.7967,81.86,81,97,9.31,light rain
652,Aleksandrov Gay,RU,50.147,48.5704,35.69,97,100,11.54,overcast clouds
653,Nagua,DO,19.3832,-69.8474,86.31,74,40,4.61,scattered clouds
654,Roebourne,AU,-20.7833,117.1333,88.21,28,11,14.92,few clouds
655,Marathon,US,44.9,-89.7668,32.2,92,90,1.01,snow
656,Leningradskiy,RU,69.3833,178.4167,-2.7,98,100,11.9,snow
657,Naron,ES,43.5167,-8.1528,56.68,85,100,10.74,overcast clouds
658,Nanchang,CN,28.6833,115.8833,51.1,46,0,2.93,clear sky
659,Santa Elena,EC,-2.2333,-80.85,78.35,69,20,9.22,few clouds
660,Nuuk,GL,64.1835,-51.7216,27.21,68,75,25.32,broken clouds
661,Ucluelet,CA,48.9329,-125.5528,35.1,92,100,4.72,overcast clouds
662,Tshikapa,CD,-6.4167,20.8,69.98,98,100,3.09,light rain
663,Pouembout,NC,-21.1333,164.9,77.02,84,17,4.56,few clouds
664,Huntsville,US,34.7304,-86.5861,70.95,79,90,3.0,overcast clouds
665,Halifax,CA,44.6453,-63.5724,37.22,62,34,5.99,scattered clouds
666,Jibuti,DJ,11.5,42.5,74.62,66,0,14.88,clear sky
667,Te Anau,NZ,-45.4167,167.7167,43.83,93,77,6.02,broken clouds
668,San Policarpo,PH,12.1791,125.5072,78.71,76,99,14.05,overcast clouds
669,Celestun,MX,20.8667,-90.4,80.4,54,0,8.01,clear sky
670,Kiomboi,TZ,-4.2667,34.3667,70.0,46,100,5.75,overcast clouds
671,Bowen,AU,-20.0167,148.2333,78.82,70,0,14.16,clear sky
672,Fare,PF,-16.7,-151.0167,81.5,66,67,17.47,broken clouds
673,Merauke,ID,-8.4667,140.3333,79.68,82,100,3.33,overcast clouds
674,Tomakomai,JP,42.6369,141.6033,25.72,86,20,3.44,few clouds
675,Barra Do Garcas,BR,-15.89,-52.2567,86.58,66,75,6.91,broken clouds
676,Alyangula,AU,-13.8483,136.4192,83.71,70,97,8.34,overcast clouds
677,Marzuq,YE,14.4,46.4667,62.64,48,5,0.09,clear sky
678,Kangaatsiaq,GL,68.3065,-53.4641,31.15,92,100,17.85,overcast clouds
679,Mouila,GA,-1.8685,11.0559,76.78,93,100,3.58,light rain
680,Bugene,TZ,-1.5911,31.1403,60.44,76,95,1.63,overcast clouds
681,Buraydah,SA,26.326,43.975,65.8,21,6,10.87,clear sky
682,Banjar,ID,-8.19,114.9675,80.46,91,100,5.75,overcast clouds
683,Rio Gallegos,AR,-51.6226,-69.2181,66.25,16,20,24.16,few clouds
684,Bafra,TR,41.5678,35.9069,57.24,75,8,5.68,clear sky
685,Poya,NC,-21.35,165.15,77.54,83,31,4.99,scattered clouds
686,Mamou,GN,10.5,-12.0,75.31,33,14,3.13,few clouds
687,Korla,CN,41.7597,86.1469,30.38,45,100,3.47,overcast clouds
688,Live Oak,US,36.9836,-121.9805,68.85,52,20,0.0,haze
689,Bondoukou,CI,8.0333,-2.8,81.32,23,66,3.02,broken clouds
690,Clarence Town,AU,-32.5833,151.7833,66.85,76,100,2.35,overcast clouds
691,Kedrovyy,RU,56.1667,91.8167,27.01,89,98,12.24,overcast clouds
692,Igboho,NG,8.8333,3.75,82.17,25,25,3.62,scattered clouds
693,Ceres,US,37.5949,-120.9577,53.51,87,90,4.61,mist
694,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.97,79,69,10.56,broken clouds
695,Port Moresby,PG,-9.4431,147.1797,76.42,94,75,0.0,broken clouds
696,Kenai,US,60.5544,-151.2583,16.14,92,90,10.36,overcast clouds
697,Biloela,AU,-24.4167,150.5,69.28,86,28,8.84,scattered clouds
698,Mehamn,NO,71.0357,27.8492,30.38,89,85,22.55,overcast clouds
699,Mangaluru,IN,12.8667,74.8833,77.86,78,20,0.0,few clouds
700,Bolshaya Glushitsa,RU,50.2406,43.5908,28.65,94,21,8.08,few clouds
